Sheet,Action,Details
employees,Manual review required,"employee_id=484 name='Alapan Bera' designation='Commercial & F&C' current_suborg_id=None -- Word lists this exact name+designation at 27 different stations (Adani Green Energy Twenty Five A Limited -PSS3, Adani Green Energy Twenty Five B Limited -PSS3, Adani Green Energy Twenty Four A Limited -PSS3, Adani Green Energy Twenty Four Limited – PSS-4, Adani Green Energy Twenty Six A Limited -PSS3, Adani Green Energy Twenty Six B Limited -PSS3, Adani Hazira Port Limited-PSS3, Adani Hybrid Energy Jaisalmer Five Limited -PSS4, Adani Ports and Special Economic Zone Limited -PSS3, Adani Ports and Special Economic Zone Limited -PSS4, Adani Renewable Energy Fifty Five Limited - PSS3, Adani Renewable Energy Fifty Seven Limited PSS-13, Adani Renewable Energy Fifty Six Limited – PSS4, Adani Renewable Energy Fifty Six Limited – PSS9, Adani Renewable Energy Forty Eight Limited-PSS9, Adani Renewable Energy Forty One Limited - PSS3, Adani Renewable Energy Forty One Limited PSS-13, Adani Renewable Energy Forty One Limited – PSS4, Adani Renewable Energy Holding Four Limited-PSS1, Adani Solar Energy Jodhpur Six Private Limited- PSS9, Adani Wind Energy Kutch Five Limited, Adani Wind Energy Kutch Four Limited, Adani Wind Energy Kutch One Limited/ AWEKTL/ AWEKFL, Adani Wind Energy Kutch Three Limited, Adani Wind Energy MP One Private Limited, Ambuja Cements Limited -PSS-4, Ambuja Cements Limited-PSS-3); can't determine which one this row means"
employees,Manual review required,"employee_id=487 name='Alapan Bera' designation='Commercial & F&C' current_suborg_id=None -- Word lists this exact name+designation at 27 different stations (Adani Green Energy Twenty Five A Limited -PSS3, Adani Green Energy Twenty Five B Limited -PSS3, Adani Green Energy Twenty Four A Limited -PSS3, Adani Green Energy Twenty Four Limited – PSS-4, Adani Green Energy Twenty Six A Limited -PSS3, Adani Green Energy Twenty Six B Limited -PSS3, Adani Hazira Port Limited-PSS3, Adani Hybrid Energy Jaisalmer Five Limited -PSS4, Adani Ports and Special Economic Zone Limited -PSS3, Adani Ports and Special Economic Zone Limited -PSS4, Adani Renewable Energy Fifty Five Limited - PSS3, Adani Renewable Energy Fifty Seven Limited PSS-13, Adani Renewable Energy Fifty Six Limited – PSS4, Adani Renewable Energy Fifty Six Limited – PSS9, Adani Renewable Energy Forty Eight Limited-PSS9, Adani Renewable Energy Forty One Limited - PSS3, Adani Renewable Energy Forty One Limited PSS-13, Adani Renewable Energy Forty One Limited – PSS4, Adani Renewable Energy Holding Four Limited-PSS1, Adani Solar Energy Jodhpur Six Private Limited- PSS9, Adani Wind Energy Kutch Five Limited, Adani Wind Energy Kutch Four Limited, Adani Wind Energy Kutch One Limited/ AWEKTL/ AWEKFL, Adani Wind Energy Kutch Three Limited, Adani Wind Energy MP One Private Limited, Ambuja Cements Limited -PSS-4, Ambuja Cements Limited-PSS-3); can't determine which one this row means"
employees,Manual review required,"employee_id=490 name='Alapan Bera' designation='Commercial & F&C' current_suborg_id=None -- Word lists this exact name+designation at 27 different stations (Adani Green Energy Twenty Five A Limited -PSS3, Adani Green Energy Twenty Five B Limited -PSS3, Adani Green Energy Twenty Four A Limited -PSS3, Adani Green Energy Twenty Four Limited – PSS-4, Adani Green Energy Twenty Six A Limited -PSS3, Adani Green Energy Twenty Six B Limited -PSS3, Adani Hazira Port Limited-PSS3, Adani Hybrid Energy Jaisalmer Five Limited -PSS4, Adani Ports and Special Economic Zone Limited -PSS3, Adani Ports and Special Economic Zone Limited -PSS4, Adani Renewable Energy Fifty Five Limited - PSS3, Adani Renewable Energy Fifty Seven Limited PSS-13, Adani Renewable Energy Fifty Six Limited – PSS4, Adani Renewable Energy Fifty Six Limited – PSS9, Adani Renewable Energy Forty Eight Limited-PSS9, Adani Renewable Energy Forty One Limited - PSS3, Adani Renewable Energy Forty One Limited PSS-13, Adani Renewable Energy Forty One Limited – PSS4, Adani Renewable Energy Holding Four Limited-PSS1, Adani Solar Energy Jodhpur Six Private Limited- PSS9, Adani Wind Energy Kutch Five Limited, Adani Wind Energy Kutch Four Limited, Adani Wind Energy Kutch One Limited/ AWEKTL/ AWEKFL, Adani Wind Energy Kutch Three Limited, Adani Wind Energy MP One Private Limited, Ambuja Cements Limited -PSS-4, Ambuja Cements Limited-PSS-3); can't determine which one this row means"
employees,Manual review required,"employee_id=493 name='Alapan Bera' designation='Commercial & F&C' current_suborg_id=None -- Word lists this exact name+designation at 27 different stations (Adani Green Energy Twenty Five A Limited -PSS3, Adani Green Energy Twenty Five B Limited -PSS3, Adani Green Energy Twenty Four A Limited -PSS3, Adani Green Energy Twenty Four Limited – PSS-4, Adani Green Energy Twenty Six A Limited -PSS3, Adani Green Energy Twenty Six B Limited -PSS3, Adani Hazira Port Limited-PSS3, Adani Hybrid Energy Jaisalmer Five Limited -PSS4, Adani Ports and Special Economic Zone Limited -PSS3, Adani Ports and Special Economic Zone Limited -PSS4, Adani Renewable Energy Fifty Five Limited - PSS3, Adani Renewable Energy Fifty Seven Limited PSS-13, Adani Renewable Energy Fifty Six Limited – PSS4, Adani Renewable Energy Fifty Six Limited – PSS9, Adani Renewable Energy Forty Eight Limited-PSS9, Adani Renewable Energy Forty One Limited - PSS3, Adani Renewable Energy Forty One Limited PSS-13, Adani Renewable Energy Forty One Limited – PSS4, Adani Renewable Energy Holding Four Limited-PSS1, Adani Solar Energy Jodhpur Six Private Limited- PSS9, Adani Wind Energy Kutch Five Limited, Adani Wind Energy Kutch Four Limited, Adani Wind Energy Kutch One Limited/ AWEKTL/ AWEKFL, Adani Wind Energy Kutch Three Limited, Adani Wind Energy MP One Private Limited, Ambuja Cements Limited -PSS-4, Ambuja Cements Limited-PSS-3); can't determine which one this row means"
employees,Manual review required,"employee_id=496 name='Alapan Bera' designation='Commercial & F&C' current_suborg_id=None -- Word lists this exact name+designation at 27 different stations (Adani Green Energy Twenty Five A Limited -PSS3, Adani Green Energy Twenty Five B Limited -PSS3, Adani Green Energy Twenty Four A Limited -PSS3, Adani Green Energy Twenty Four Limited – PSS-4, Adani Green Energy Twenty Six A Limited -PSS3, Adani Green Energy Twenty Six B Limited -PSS3, Adani Hazira Port Limited-PSS3, Adani Hybrid Energy Jaisalmer Five Limited -PSS4, Adani Ports and Special Economic Zone Limited -PSS3, Adani Ports and Special Economic Zone Limited -PSS4, Adani Renewable Energy Fifty Five Limited - PSS3, Adani Renewable Energy Fifty Seven Limited PSS-13, Adani Renewable Energy Fifty Six Limited – PSS4, Adani Renewable Energy Fifty Six Limited – PSS9, Adani Renewable Energy Forty Eight Limited-PSS9, Adani Renewable Energy Forty One Limited - PSS3, Adani Renewable Energy Forty One Limited PSS-13, Adani Renewable Energy Forty One Limited – PSS4, Adani Renewable Energy Holding Four Limited-PSS1, Adani Solar Energy Jodhpur Six Private Limited- PSS9, Adani Wind Energy Kutch Five Limited, Adani Wind Energy Kutch Four Limited, Adani Wind Energy Kutch One Limited/ AWEKTL/ AWEKFL, Adani Wind Energy Kutch Three Limited, Adani Wind Energy MP One Private Limited, Ambuja Cements Limited -PSS-4, Ambuja Cements Limited-PSS-3); can't determine which one this row means"
employees,Manual review required,"employee_id=499 name='Alapan Bera' designation='Commercial & F&C' current_suborg_id=None -- Word lists this exact name+designation at 27 different stations (Adani Green Energy Twenty Five A Limited -PSS3, Adani Green Energy Twenty Five B Limited -PSS3, Adani Green Energy Twenty Four A Limited -PSS3, Adani Green Energy Twenty Four Limited – PSS-4, Adani Green Energy Twenty Six A Limited -PSS3, Adani Green Energy Twenty Six B Limited -PSS3, Adani Hazira Port Limited-PSS3, Adani Hybrid Energy Jaisalmer Five Limited -PSS4, Adani Ports and Special Economic Zone Limited -PSS3, Adani Ports and Special Economic Zone Limited -PSS4, Adani Renewable Energy Fifty Five Limited - PSS3, Adani Renewable Energy Fifty Seven Limited PSS-13, Adani Renewable Energy Fifty Six Limited – PSS4, Adani Renewable Energy Fifty Six Limited – PSS9, Adani Renewable Energy Forty Eight Limited-PSS9, Adani Renewable Energy Forty One Limited - PSS3, Adani Renewable Energy Forty One Limited PSS-13, Adani Renewable Energy Forty One Limited – PSS4, Adani Renewable Energy Holding Four Limited-PSS1, Adani Solar Energy Jodhpur Six Private Limited- PSS9, Adani Wind Energy Kutch Five Limited, Adani Wind Energy Kutch Four Limited, Adani Wind Energy Kutch One Limited/ AWEKTL/ AWEKFL, Adani Wind Energy Kutch Three Limited, Adani Wind Energy MP One Private Limited, Ambuja Cements Limited -PSS-4, Ambuja Cements Limited-PSS-3); can't determine which one this row means"
employees,Manual review required,"employee_id=502 name='Alapan Bera' designation='Commercial & F&C' current_suborg_id=None -- Word lists this exact name+designation at 27 different stations (Adani Green Energy Twenty Five A Limited -PSS3, Adani Green Energy Twenty Five B Limited -PSS3, Adani Green Energy Twenty Four A Limited -PSS3, Adani Green Energy Twenty Four Limited – PSS-4, Adani Green Energy Twenty Six A Limited -PSS3, Adani Green Energy Twenty Six B Limited -PSS3, Adani Hazira Port Limited-PSS3, Adani Hybrid Energy Jaisalmer Five Limited -PSS4, Adani Ports and Special Economic Zone Limited -PSS3, Adani Ports and Special Economic Zone Limited -PSS4, Adani Renewable Energy Fifty Five Limited - PSS3, Adani Renewable Energy Fifty Seven Limited PSS-13, Adani Renewable Energy Fifty Six Limited – PSS4, Adani Renewable Energy Fifty Six Limited – PSS9, Adani Renewable Energy Forty Eight Limited-PSS9, Adani Renewable Energy Forty One Limited - PSS3, Adani Renewable Energy Forty One Limited PSS-13, Adani Renewable Energy Forty One Limited – PSS4, Adani Renewable Energy Holding Four Limited-PSS1, Adani Solar Energy Jodhpur Six Private Limited- PSS9, Adani Wind Energy Kutch Five Limited, Adani Wind Energy Kutch Four Limited, Adani Wind Energy Kutch One Limited/ AWEKTL/ AWEKFL, Adani Wind Energy Kutch Three Limited, Adani Wind Energy MP One Private Limited, Ambuja Cements Limited -PSS-4, Ambuja Cements Limited-PSS-3); can't determine which one this row means"
employees,Manual review required,"employee_id=505 name='Alapan Bera' designation='Commercial & F&C' current_suborg_id=None -- Word lists this exact name+designation at 27 different stations (Adani Green Energy Twenty Five A Limited -PSS3, Adani Green Energy Twenty Five B Limited -PSS3, Adani Green Energy Twenty Four A Limited -PSS3, Adani Green Energy Twenty Four Limited – PSS-4, Adani Green Energy Twenty Six A Limited -PSS3, Adani Green Energy Twenty Six B Limited -PSS3, Adani Hazira Port Limited-PSS3, Adani Hybrid Energy Jaisalmer Five Limited -PSS4, Adani Ports and Special Economic Zone Limited -PSS3, Adani Ports and Special Economic Zone Limited -PSS4, Adani Renewable Energy Fifty Five Limited - PSS3, Adani Renewable Energy Fifty Seven Limited PSS-13, Adani Renewable Energy Fifty Six Limited – PSS4, Adani Renewable Energy Fifty Six Limited – PSS9, Adani Renewable Energy Forty Eight Limited-PSS9, Adani Renewable Energy Forty One Limited - PSS3, Adani Renewable Energy Forty One Limited PSS-13, Adani Renewable Energy Forty One Limited – PSS4, Adani Renewable Energy Holding Four Limited-PSS1, Adani Solar Energy Jodhpur Six Private Limited- PSS9, Adani Wind Energy Kutch Five Limited, Adani Wind Energy Kutch Four Limited, Adani Wind Energy Kutch One Limited/ AWEKTL/ AWEKFL, Adani Wind Energy Kutch Three Limited, Adani Wind Energy MP One Private Limited, Ambuja Cements Limited -PSS-4, Ambuja Cements Limited-PSS-3); can't determine which one this row means"
employees,Manual review required,"employee_id=508 name='Alapan Bera' designation='Commercial & F&C' current_suborg_id=None -- Word lists this exact name+designation at 27 different stations (Adani Green Energy Twenty Five A Limited -PSS3, Adani Green Energy Twenty Five B Limited -PSS3, Adani Green Energy Twenty Four A Limited -PSS3, Adani Green Energy Twenty Four Limited – PSS-4, Adani Green Energy Twenty Six A Limited -PSS3, Adani Green Energy Twenty Six B Limited -PSS3, Adani Hazira Port Limited-PSS3, Adani Hybrid Energy Jaisalmer Five Limited -PSS4, Adani Ports and Special Economic Zone Limited -PSS3, Adani Ports and Special Economic Zone Limited -PSS4, Adani Renewable Energy Fifty Five Limited - PSS3, Adani Renewable Energy Fifty Seven Limited PSS-13, Adani Renewable Energy Fifty Six Limited – PSS4, Adani Renewable Energy Fifty Six Limited – PSS9, Adani Renewable Energy Forty Eight Limited-PSS9, Adani Renewable Energy Forty One Limited - PSS3, Adani Renewable Energy Forty One Limited PSS-13, Adani Renewable Energy Forty One Limited – PSS4, Adani Renewable Energy Holding Four Limited-PSS1, Adani Solar Energy Jodhpur Six Private Limited- PSS9, Adani Wind Energy Kutch Five Limited, Adani Wind Energy Kutch Four Limited, Adani Wind Energy Kutch One Limited/ AWEKTL/ AWEKFL, Adani Wind Energy Kutch Three Limited, Adani Wind Energy MP One Private Limited, Ambuja Cements Limited -PSS-4, Ambuja Cements Limited-PSS-3); can't determine which one this row means"
employees,Manual review required,"employee_id=514 name='Alapan Bera' designation='Sr. Manager' current_suborg_id=None -- Word shows this role at station 'Qualified Coordinating Agency', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=7 name='Amaresh Mallick' designation='Executive Director' current_suborg_id=6 -- Word shows this role at station 'NLDC and RLDCs', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=584 name='Anil Kumar Sharma' designation='CEO' current_suborg_id=None -- Word lists this exact name+designation at 2 different stations (Jhabua Power Limited, Jindal Power Limited); can't determine which one this row means"
employees,Manual review required,"employee_id=591 name='Anil Kumar Sharma' designation='CEO' current_suborg_id=None -- Word lists this exact name+designation at 2 different stations (Jhabua Power Limited, Jindal Power Limited); can't determine which one this row means"
employees,Manual review required,"employee_id=156 name='Anita Pai Raikar' designation='AE(Tech/IT)' current_suborg_id=None -- Word shows this role at station 'Goa Electricity Department', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=74 name='Anjana Thakker' designation='SE(EA) Energy Accounting' current_suborg_id=35 -- Word shows this role at station 'Maharashtra State Load Despatch Centre', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=681 name='Anshul Garg' designation='Head - Power Sales & Trading' current_suborg_id=157 -- Word shows this role at station '. Adani Power Limited', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=157 name='Anuj Shatti' designation='AE, Ponda S/S' current_suborg_id=None -- Word shows this role at station 'Goa Electricity Department', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=200 name='Arbind Kumar' designation='Sr. Manager (Comml)' current_suborg_id=None -- Word shows this role at station 'NTPC Mumbai Head Quarter (WR-1)', which has no exact match in sub_organizations"
employees,Manual review required,"employee_id=297 name='Arvind Kumar' designation='O&M Head HQ' current_suborg_id=None -- Word lists this exact name+designation at 4 different stations (INOX Green Energy Services Limited, Wind Five Renergy Limited, Wind One Renergy Limited, Wind Three Renergy Limited); can't determine which one this row means"
employees,Manual review required,"employee_id=420 name='Arvind Kumar' designation='O&M Head HQ' current_suborg_id=99 -- Word lists this exact name+designation at 4 different stations (INOX Green Energy Services Limited, Wind Five Renergy Limited, Wind One Renergy Limited, Wind Three Renergy Limited); can't determine which one this row means"
employees,Manual review required,"employee_id=428 name='Arvind Kumar' designation='O&M Head HQ' current_suborg_id=100 -- Word lists this exact name+designation at 4 different stations (INOX Green Energy Services Limited, Wind Five Renergy Limited, Wind One Renergy Limited, Wind Three Renergy Limited); can't determine which one this row means"
